I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.028181005,0.093618274,0.04310793,-0.0016735906,0.035204317,0.030103061,-0.026156118,-0.018893527,-0.03603213,-0.18298037,0.059910167,-0.0014864118
0.0069009555,0.13019674,0.057208426,0.008343153,0.053272408,-0.07212433,-0.005674733,0.022938332,-0.010708366,-0.15475756,0.056746088,-0.021598633
0.022532457,0.09209504,0.002566404,-0.028150644,0.0438126,-0.019880034,-0.012343941,-0.051052175,-0.013994371,-0.1875894,0.06867897,-0.025636144
0.02874312,0.09922131,0.0018636702,-0.014600037,0.0046606935,-0.078825265,-0.030756686,0.0075048204,-0.000446812,-0.17793438,0.029852845,-0.036609847
-0.0037585774,0.0913745,-0.0052757952,-0.012026195,-0.0029961364,0.06240809,0.0048573487,0.015012416,-0.074400336,-0.10543763,0.025784498,-0.030064618
0.023983663,0.16467771,0.041241437,-0.008595155,0.00787885,-0.021085588,0.022205317,0.028934386,0.0024057822,-0.11032097,0.024468012,-0.025158945
0.0014199786,0.09316628,0.06625032,-0.039632365,-0.061463922,0.009603999,0.089159854,0.035747904,-0.040129595,-0.11714996,0.0401364,-0.022305524
0.03893081,0.08483117,0.05487569,-0.009518027,-0.043884907,0.0610978,0.06374749,0.044419363,-0.029912397,-0.122096,0.053006552,-0.020664422
0.027709184,0.100981556,0.030315096,-0.026092062,-0.04592266,0.0008440363,0.03486387,0.031641126,-0.07705167,-0.12378272,0.011748177,-0.010525172
0.0032911089,0.0875703,0.054825336,-0.024733033,0.024408823,0.02048987,0.06677384,0.01544803,-0.017136104,-0.12247359,0.05529842,-0.02471429
0.023279851,0.14845216,-0.0038698185,-0.0282641,-0.033275615,-0.0062762434,0.022736317,0.025904221,-0.06744356,-0.15305145,0.033446305,-0.047062974
0.016232114,0.097975746,0.02786844,-0.01941902,-0.069302775,0.022520434,0.04047402,-0.00081383926,-0.040099166,-0.14041735,0.035828188,-0.042037874
0.0318173,0.09093392,0.026305793,-0.04155422,-0.012503309,0.04897081,0.047482077,-0.0155347185,-0.048646268,-0.12113093,0.054581307,-0.054843735
0.06880294,0.1053987,0.008528154,0.0018811563,-0.02927244,0.05511129,0.04820686,0.05830202,-0.09804892,-0.12606144,0.014421772,-0.034226272
0.0023193595,0.10555695,0.018927613,-0.042081628,-0.04730134,0.0373782,0.1075808,0.023608118,-0.021979123,-0.088458255,-0.0081644505,-0.056943312
0.0009314449,0.11082304,0.0803877,-0.0094503965,-0.013953455,0.01518932,0.07680659,0.0582946,0.010093893,-0.10675386,0.021604888,-0.017610833
0.058275398,0.08695744,0.02380598,-0.04454545,-0.03652352,0.03572694,0.017457044,0.048415843,-0.08749057,-0.12979043,0.025896085,0.008499135
-0.00809739,0.09309668,0.050881322,-0.026480487,-0.00629138,0.014424318,0.076342955,0.049358357,-0.028831499,-0.10649315,0.046118546,-0.01304712
0.0062877727,0.10223123,0.024446547,-0.03253873,-0.042283684,0.035942487,0.049549747,0.032687843,-0.04833379,-0.13857852,0.04003927,-0.024311034
0.02262519,0.0957985,0.031744637,-0.038433596,-0.02941041,-0.0029040133,0.028856203,0.015353261,-0.03274365,-0.12693846,0.040116847,-0.030132264
0.0011225613,0.0843499,0.031617925,-0.039450217,-0.027268978,0.016289242,0.044889584,0.012323029,-0.04019247,-0.12747699,0.039405953,-0.02415512
0.02627774,0.10956983,0.04138302,-0.030691426,0.008581486,-0.0003130453,0.042152196,0.0029087928,-0.028582616,-0.14039157,0.04624744,-0.044178765
0.03058394,0.13364333,0.013350932,-0.028474092,-0.037237823,0.017251056,0.022543123,0.025042687,-0.058556657,-0.14893602,0.02727175,-0.035007875
-0.0018825674,0.09200684,0.035792213,-0.025419679,-0.045798037,0.004250559,0.047376428,0.0362695,-0.027852606,-0.12785184,0.028777918,-0.02672957
0.008641461,0.08192282,0.023207743,-0.0028521756,-0.028768888,0.022244634,0.07271046,0.014110352,-0.049910497,-0.11220341,0.03799331,-0.041414373
0.034438483,0.12188634,0.048612867,0.003903565,0.01703118,0.009069894,0.026079413,-0.004726154,-0.0154639585,-0.15978356,0.05180786,-0.030147828
0.030517725,0.13594845,0.03678347,-0.017090326,-0.044516634,-0.002898828,0.03447759,0.05879533,-0.038589723,-0.13395117,0.023769407,0.01077886
0.0116455825,0.04609289,0.04159976,-0.025309661,-0.065275244,0.022641031,0.069976605,0.031576067,-0.03855668,-0.11657606,0.05370555,-0.015665643
0.014561031,0.10682683,0.019463155,-0.004231648,-0.0062526823,0.0399422,0.023897743,0.0006782513,-0.0452535,-0.13382073,0.035308693,-0.029065726
0.02885431,0.1418,0.045409944,-0.007462135,-0.028150983,0.025550049,0.057101317,0.053906202,-0.03510018,-0.10268468,0.034215387,-0.017028958
0.012114157,0.06816631,0.055612613,-0.040981226,-0.061918642,0.05630247,0.07405845,0.041297358,-0.050211582,-0.12022525,0.052605458,0.0014280583
0.017945563,0.08823466,0.053155046,-0.041503213,-0.053928055,0.04015963,0.08526141,0.038370676,-0.0467148,-0.12476989,0.0442638,-0.026478838
0.021595642,0.10656446,0.03643288,-0.024853399,-0.06101944,0.032559235,0.074474946,0.046172597,-0.0673693,-0.11275089,0.033047535,-0.020330083
0.010226935,0.09445297,0.04639013,-0.030735387,-0.05022201,0.044580806,0.0760864,0.042953577,-0.03857507,-0.11620983,0.04180908,-0.019714825
0.021173907,0.085747585,0.02948361,-0.034002017,-0.039649982,0.03227431,0.04981812,0.023149408,-0.055198517,-0.12919332,0.044215146,-0.019227369
0.017595988,0.08948835,0.037407156,-0.031095251,-0.034786586,0.017541835,0.055144444,0.019627534,-0.04251072,-0.12916,0.05413965,-0.042153727
0.0269,0.08975371,0.032335453,-0.048157576,-0.039029602,0.049560733,0.030624095,0.00995561,-0.061474428,-0.13738608,0.050967716,-0.021846708
0.037610505,0.100985505,0.04709859,-0.051802922,-0.040127393,0.011673521,0.044018216,0.026905725,-0.046394702,-0.11319485,0.037431866,-0.023723267
0.01709934,0.08882631,0.04283887,-0.050279856,-0.061233584,0.07185428,0.061371803,0.03993336,-0.06915419,-0.111298606,0.0378945,-0.014696813
0.025727348,0.11438294,0.06098318,-0.027755504,-0.040439807,0.030345686,0.05275139,0.04253994,-0.038432088,-0.11030335,0.029530676,-0.0029261445
0.026040021,0.075953364,0.039635472,-0.034809537,-0.0434541,0.01861935,0.08794537,0.027756,-0.06307981,-0.11578947,0.04466718,-0.025908513
0.03127676,0.07911319,0.03244393,-0.049397662,-0.0074804826,0.024012947,0.084614836,-0.005721968,-0.03832364,-0.16422011,0.03717465,-0.043234557
0.02017793,0.15721953,0.023330588,0.005264311,-0.046092246,-0.021385923,0.088705726,0.04772335,-0.009639027,-0.11070714,0.004617417,-0.06355923
0.009506892,0.07527495,0.048063267,-0.0076347594,0.002232706,0.010527312,0.051839594,0.005754976,0.0025394592,-0.17188865,0.039569903,-0.0034203702
0.020529475,0.11560142,-0.018599924,0.0053423354,0.0023221793,-0.040032893,0.012663209,0.014532118,-0.05085198,-0.1576619,0.016930763,-0.02641682
-0.0063394536,0.086485445,0.012023939,0.0028941329,0.013060687,0.005262222,0.027218917,-0.0068697026,-0.006400493,-0.14740843,0.05605285,-0.046572197
0.015148459,0.113246664,-0.0036961967,-0.030469764,-0.009643414,-0.007723669,0.015886374,-0.005364555,-0.047630105,-0.13387449,0.012137413,-0.040264215
-0.0028758552,0.11145288,0.043568183,0.013361399,0.03082356,0.0013264236,0.03968811,0.028950024,0.00079691183,-0.12280168,0.040736463,-0.03915389
0.029939802,0.11537935,0.00045848198,-0.018595178,-0.021797482,0.01586935,0.0071404655,0.021295194,-0.061457705,-0.16772442,0.020455327,-0.040228
0.031457726,0.1138317,0.037810963,-0.020988183,0.0013147382,-0.042316478,0.026208311,-0.021888116,-0.039469734,-0.14456421,0.05654256,-0.05219004
-7.857306e-05,0.10733633,0.04135725,-0.0048945937,-0.0006685725,0.026327096,0.017451875,-0.013182985,-0.016899867,-0.15934153,0.057213925,-0.013339534
0.03389962,0.08982182,0.005529624,-0.019676644,-0.031882957,-0.021184511,0.020743856,0.020091701,-0.032235418,-0.13551001,0.023337517,-0.030803565
0.013123658,0.09876947,0.021896802,0.012535844,-0.014445034,0.019861083,0.04424352,0.01216739,-0.054067414,-0.12109785,0.027017035,-0.036598306
0.03218839,0.12743387,0.061267253,0.020311924,0.03069689,0.0052941674,0.028880991,0.016263213,-0.006914175,-0.1318157,0.05420006,-0.011907789
0.023896823,0.10853907,0.026060434,-0.041854456,-0.032856952,-0.00473048,0.024306264,0.029953768,-0.04785581,-0.14886579,0.037067533,0.0024653007
0.01322414,0.077871345,0.03488987,-0.029557059,-0.042117573,0.01306088,0.06299305,0.012857089,-0.03627842,-0.12466998,0.05210137,-0.031680327
-0.011189531,0.11389518,0.017386487,0.010665507,-0.028701378,0.027465906,0.045535,0.0141183445,-0.04821851,-0.127175,0.03101969,-0.039749175
0.02117849,0.11734532,0.02321046,-0.0062887473,-0.012213894,0.013744403,0.04900299,0.010893882,-0.018999018,-0.12511493,0.040923458,-0.033485003
0.01330196,0.10295894,0.017915033,-0.031408556,-0.037696753,-0.00030989028,0.04801427,0.012964747,-0.05133222,-0.13116243,0.034475774,-0.03484515
0.015116303,0.101840615,0.03715083,-0.008243548,-0.04180505,0.04467461,0.061124593,0.025102008,-0.026009826,-0.122253895,0.04169213,-0.038332224
0.028944084,0.10222139,0.038592063,-0.008810956,-0.041139267,0.01957171,0.054214433,0.027925171,-0.06864168,-0.12981987,0.029762896,-0.026512958
0.032550573,0.09783773,0.048784908,-0.01972168,-0.012440345,0.02857476,0.052594986,0.021593206,-0.03476294,-0.13551742,0.05507818,-0.010853078
0.01424364,0.11371224,0.03942532,-0.025295444,-0.046830185,0.007103325,0.049349114,0.0476844,-0.041073807,-0.12829427,0.033330925,0.0021572975
0.0051633436,0.057967193,0.040588696,-0.026640618,-0.044858098,0.032866247,0.07738536,0.034443688,-0.034823693,-0.1159629,0.049358893,-0.021473909
0.017123196,0.0998242,0.01148534,-0.012561968,-0.031814925,0.026224624,0.043955263,0.007407723,-0.057623327,-0.11786196,0.030870013,-0.036724836
0.020643102,0.1061172,0.0476297,-0.01592264,-0.012032591,0.030250534,0.059772175,0.020291911,-0.03255706,-0.1176887,0.04397334,-0.02972543
0.023044258,0.10588876,0.0286597,-0.029528977,-0.056053378,0.03686711,0.06258914,0.036033306,-0.070648655,-0.121279,0.031259634,-0.027540965
0.0035207623,0.09471908,0.042659137,-0.025484707,-0.046632435,0.035567258,0.07729603,0.036277574,-0.04536069,-0.11295981,0.037985653,-0.02428277
0.014559383,0.088910066,0.030438669,-0.015050547,-0.051752426,0.027082039,0.07903137,0.022211168,-0.0547604,-0.11960003,0.04054224,-0.035972938
0.042318255,0.0879477,0.04280475,-0.023933949,-0.018014332,0.032096904,0.052429635,-0.0037539855,-0.041832943,-0.14087252,0.06113645,-0.04358099
0.016453281,0.10974751,0.030289395,-0.029782005,-0.04390306,0.021143157,0.035850156,0.030065447,-0.06893321,-0.13544358,0.03086997,-0.012970717
0.021402488,0.091260046,0.035707336,-0.02979405,-0.044967715,0.01492452,0.07228295,0.019690093,-0.035337098,-0.1131462,0.038063444,-0.032382205
0.015861658,0.106341526,0.02394667,-0.0027149003,-0.03542206,0.04138082,0.043394748,0.016104687,-0.05587544,-0.121839754,0.032844197,-0.02781888
0.0042237015,0.1078331,0.026023591,-0.020425333,-0.023929419,0.0156395,0.058764774,0.026210543,-0.037404295,-0.119802915,0.04032175,-0.03382129
0.0217025,0.102544695,0.023699187,-0.033164542,-0.041806273,0.0310234,0.04762834,0.016434746,-0.04743204,-0.12979105,0.040558342,-0.031980947
0.011576696,0.09533953,0.03994981,-0.024984675,-0.037778657,0.020842152,0.049716976,0.021916829,-0.04303025,-0.12021282,0.039890643,-0.025827676
0.010611704,0.08325463,0.025300803,-0.032880403,-0.03437251,0.03426918,0.0644085,0.019214403,-0.05248503,-0.11837415,0.044616338,-0.029548127
0.022786982,0.11230583,0.03240315,-0.031134032,-0.035989325,0.024398468,0.048564363,0.022213556,-0.045568325,-0.13422164,0.04105015,-0.03263609
0.03976939,0.10451897,0.05700114,-0.043656114,-0.061465427,0.036229674,0.06307527,0.035749022,-0.04949807,-0.12240919,0.035661668,-0.009867133
0.0040020677,0.09641044,0.054788068,-0.03531977,-0.044737533,0.02941814,0.0737464,0.047770772,-0.060844705,-0.12104261,0.046599578,-0.012404649
0.026143083,0.112504914,0.0370197,-0.0048818155,-0.038193457,0.022516172,0.05593668,0.029170152,-0.032530546,-0.14163315,0.039284516,-0.02171088
0.004763374,0.08945091,0.0274051,-0.03523892,-0.026556227,0.005710714,0.030822612,0.01069206,-0.047232196,-0.15535711,0.05191338,-0.022629328
0.023947889,0.1026938,0.020647367,-0.03417102,-0.007964421,0.0124607785,0.02947792,-0.0032714028,-0.013995583,-0.13590005,0.05054306,-0.02445961
-0.008638393,0.09623721,0.03463983,-0.016357768,-0.021218218,-0.0016392155,0.03487803,0.037053723,-0.025918802,-0.13848484,0.03588517,-0.020825969
0.0005714218,0.08243314,0.0032967352,-0.022689095,-0.0119774705,0.016617198,0.048354734,0.02188465,-0.03573158,-0.13829753,0.040977076,-0.031133275
0.034206335,0.1256895,0.026568005,-0.012335848,-0.015744677,-0.019430999,0.008124947,0.009660237,-0.012810516,-0.14751542,0.04473005,-0.043294497
-0.0050612907,0.092781655,0.04623624,-0.040682513,-0.034856156,0.013486675,0.034259275,0.020304043,-0.035811707,-0.13324143,0.034937594,-0.0060160547
0.026583143,0.0958551,0.039000046,-0.007828342,-0.0029026452,0.004712218,0.04731546,0.025011703,-0.007729129,-0.11001042,0.045080833,-0.03160204
0.033524252,0.10665822,0.018602256,-0.035409573,-0.028976766,0.036345072,0.0034176875,0.016543435,-0.062160183,-0.15241754,0.024652377,-0.019836256
0.0033888135,0.1194099,0.05328827,-0.032189425,-0.00502319,-0.011237467,0.052366473,0.030925166,-0.042967528,-0.11195698,0.029327415,-0.02900254
0.013315811,0.10299784,0.032563556,-0.00061818754,-0.024650723,0.030640274,0.06946278,0.029504806,-0.022977972,-0.13417563,0.04815463,-0.028365865
0.01679007,0.086016014,0.028574795,-0.015065385,-0.02886103,-0.0021755293,0.029775636,0.02340223,-0.035895005,-0.1573054,0.035919372,-0.02036468
0.0075917006,0.09530985,0.016599534,-0.008875587,-0.022302406,-0.0037464171,0.06363214,0.018934134,-0.047181547,-0.11175711,0.033521585,-0.03954813
0.016281746,0.106093094,0.046867568,0.0052540153,0.017225547,0.019069668,0.028893732,0.004163534,-0.008935065,-0.1466845,0.05335834,-0.021915983
0.03539856,0.10707504,0.0014963911,-0.052904595,-0.02646019,-0.007558843,0.021055456,0.012549275,-0.06458765,-0.14111216,0.026436282,-0.02992886
0.0027612862,0.09238834,0.036813077,-0.01708939,-0.027864406,0.016200986,0.04443195,0.02293057,-0.02520952,-0.12858598,0.041825335,-0.041501522
0.009596738,0.09604155,0.043379918,0.008373622,-0.01896648,0.02524957,0.053866602,0.02171636,-0.05558888,-0.12969694,0.04237062,-0.029370088
0.038298104,0.117187515,0.07125821,0.034749057,0.03261099,0.01564092,-0.0018156836,-0.0060416004,0.004876494,-0.15326263,0.077945106,-0.011682358
0.02421291,0.09357034,0.0144428285,-0.051591493,-0.009052248,-0.039637476,0.009145368,-0.00970511,-0.057435606,-0.16009857,0.046913564,-0.0045464626
0.017187469,0.06109469,0.041508343,-0.017633991,-0.0027037468,-0.002403858,0.026768634,0.011562378,-0.005138546,-0.14562239,0.05083442,-0.043384112
-0.0013571254,0.11627414,-0.021607256,-0.0053839553,-0.023377115,0.037754215,0.012412912,0.030871537,-0.096003085,-0.09915907,0.0045246435,-0.03728392
0.011905371,0.13688417,0.06052368,0.012186452,0.026666787,-0.0086306855,0.044932444,0.025918627,0.027207123,-0.10661055,0.02732054,-0.025606288
0.02291126,0.095698975,0.020236848,-0.03530466,-0.04834833,0.021036033,0.050067224,0.022540953,-0.07227728,-0.12057069,0.030537298,-0.025875404
0.009334551,0.10592364,0.04949641,-0.020156786,-0.028510183,0.040160064,0.07201787,0.03278864,-0.028945474,-0.11427546,0.042148884,-0.029550325
0.01559266,0.09906001,0.02764013,-0.022953264,-0.048983112,0.025075603,0.058603927,0.033496797,-0.06572353,-0.13045554,0.030154489,-0.020999502
0.019868867,0.098380394,0.030331185,-0.036191106,-0.036550295,0.02520453,0.060539242,0.022821594,-0.03870741,-0.12129331,0.04838619,-0.029366584
0.011758946,0.09368623,0.038630582,-0.03682861,-0.050823197,0.029205022,0.053689882,0.027006404,-0.051536493,-0.12909733,0.041600004,-0.018152522
0.009852058,0.08856431,0.039252575,-0.034345802,-0.025290478,0.02693618,0.06458852,0.02303293,-0.040494695,-0.1151932,0.047091696,-0.031003093
0.0028483768,0.105101034,0.02249935,-0.015007229,-0.036868304,0.013750378,0.04845648,0.022799274,-0.04778782,-0.13723418,0.03151809,-0.03139811
0.026635684,0.0916636,0.025656486,-0.030709354,-0.013509042,0.012813086,0.04113486,-0.0037442478,-0.032335225,-0.13268237,0.048896283,-0.04102439
0.014655986,0.10596231,0.018042296,-0.030789495,-0.0339339,0.0130802505,0.037771,0.010185398,-0.053624045,-0.13480201,0.03470171,-0.033144537
0.0023682953,0.09926816,0.03975129,-0.015314065,-0.02040948,0.02157106,0.06313274,0.028188247,-0.028595092,-0.11779141,0.038162608,-0.03425348
0.023174966,0.09534259,0.010913041,-0.026447702,-0.032970164,0.029462762,0.04048185,0.016708458,-0.061498847,-0.13425197,0.032283243,-0.029029768
0.017979223,0.11519326,0.02967551,-0.035938922,-0.026917953,0.0043121655,0.04083847,0.011906396,-0.041720387,-0.13705236,0.040872984,-0.03687192
0.013009494,0.11378807,0.05141387,-0.0068523744,-0.048401676,0.021195658,0.0674156,0.035780497,-0.031078702,-0.12068813,0.04269818,-0.019701911
0.00712489,0.06634971,0.03279542,-0.0352942,-0.030694796,0.030464131,0.05953137,0.021133093,-0.047755502,-0.12827007,0.0559361,-0.015032463
0.01333551,0.10631367,0.013439348,-0.029643297,-0.025107447,0.0022712115,0.037159096,0.0029987448,-0.03845325,-0.13432243,0.032891676,-0.035762817
0.011859699,0.09750569,0.03034889,-0.018218433,-0.017289197,0.018852929,0.046985675,0.011477997,-0.03348608,-0.1268208,0.042729273,-0.03998712
0.015085487,0.09980481,0.008730907,-0.027049562,-0.039372515,0.025203006,0.05031136,0.0145933535,-0.06139579,-0.12563583,0.032754235,-0.03941855
0.0050055315,0.10824341,0.03849348,-0.018783642,-0.016336488,0.017982747,0.054318357,0.023304587,-0.027979568,-0.123333246,0.042738415,-0.037238993
0.004053905,0.101111956,0.021803357,-0.02579008,-0.03479278,0.019018944,0.04106084,0.028137293,-0.05133397,-0.14560767,0.035534546,-0.020569189
0.027506731,0.100028016,0.029653944,-0.030287966,-0.023758687,-0.007283195,0.037411753,0.011962172,-0.02399619,-0.12811363,0.051407278,-0.036378797
0.025181241,0.07445809,0.030188238,-0.06986593,-0.033428453,0.04367319,0.026733445,-0.0011394231,-0.054257672,-0.14519374,0.055733316,-0.025071608
0.010414195,0.11430819,0.0559929,-0.029845696,-0.0072577237,0.001417344,0.033033557,0.03704971,-0.025678499,-0.12649883,0.030384947,-0.022538213
0.016196884,0.098671176,0.023438118,-0.01845168,-0.062424496,0.026588144,0.0806128,0.04592905,-0.06364688,-0.12032637,0.029378446,-0.041282702
0.038721185,0.10313006,0.052857593,-0.021317367,-0.0113720065,0.0065975552,0.03587687,-0.008442036,-0.022467889,-0.15951586,0.055529207,-0.03320164
0.023973454,0.12071762,0.04237684,-0.023788843,-0.049149636,0.002771613,0.053587053,0.043925043,-0.045980256,-0.12569195,0.03260466,0.00019258467
0.010645032,0.07228408,0.04674614,-0.01342644,-0.04925764,0.027548516,0.077167496,0.042495295,-0.030107943,-0.114157505,0.044705305,-0.013670561
0.030776417,0.090103745,0.012446213,-0.015471199,-0.021611033,0.0358569,0.029956141,0.001230227,-0.059248805,-0.1306187,0.033679605,-0.02624332
0.012535106,0.11620413,0.03385678,-0.021547578,-0.006889393,0.0041525974,0.05306938,0.01894421,-0.04332112,-0.12644736,0.048040584,-0.049748622
0.022533184,0.10943692,0.039159276,-0.020274764,-0.04193983,0.05323016,0.036488257,0.024358606,-0.043345306,-0.14398639,0.044365983,-0.013439464
0.016305042,0.08597951,0.037999,-0.047160376,-0.050530847,0.00029245912,0.056140352,0.03391517,-0.047614988,-0.11477808,0.031546902,-0.018696284
-0.013820071,0.09674612,0.032204386,8.719973e-05,-0.033420138,0.02067073,0.07808443,0.027546946,-0.03566344,-0.12236737,0.03871263,-0.0361944
0.05634619,0.109856285,0.030545337,-0.007647681,-0.021779625,0.023833994,0.043145962,0.0024294534,-0.029135136,-0.13314743,0.054017287,-0.030167203
0.01292481,0.101269595,0.05085815,-0.046223775,-0.049337074,0.009134775,0.047324073,0.032290056,-0.05165988,-0.1412996,0.030023433,-0.005866517
0.010989366,0.08348395,0.04313532,-0.0074614305,-0.031800557,0.045299396,0.06937273,0.040481254,-0.02887252,-0.100925416,0.04105825,-0.026220981
0.024809945,0.11264495,0.0055295406,-0.014211584,-0.036249593,0.020812828,0.039931163,0.01608445,-0.068058275,-0.13346443,0.024776712,-0.048144728
0.051967908,0.092097595,0.05826976,-0.007619339,-0.008130339,0.03167485,0.04020501,0.006975369,-0.02978262,-0.13285276,0.05639077,-0.030917065
0.021729875,0.099185646,0.040174216,-0.020469993,-0.041595712,0.024478244,0.05987331,0.025470689,-0.07645587,-0.11968338,0.034349494,-0.008475831
0.021632282,0.09372628,0.058379292,-0.013825338,-0.051291604,0.050469086,0.10148812,0.065641865,-0.03223784,-0.10284033,0.035845757,-0.01380341
0.008908283,0.09526915,0.0380242,0.0061377054,-0.067726545,0.020219112,0.08635616,0.049016107,-0.08052887,-0.116449915,0.024075344,-0.028920397
0.05348575,0.1000964,0.06207936,0.001358887,-0.02165966,0.03985882,0.06991733,0.0051145516,-0.011270326,-0.13554691,0.064893395,-0.026843708
0.06343948,0.095008746,0.058491744,-0.057201948,-0.03388855,0.018929776,0.02527442,0.024366591,-0.07753244,-0.15477844,0.042600386,0.0029818849
-0.008666764,0.10214656,0.051719952,-0.021468932,-0.0431139,0.0053734635,0.07764092,0.07020558,-0.057426088,-0.12319078,0.029560449,-0.013486183
0.040262766,0.10780882,0.016642736,-0.0083695445,-0.04802981,0.04759907,0.05283329,0.021144459,-0.048214816,-0.12515922,0.032053366,-0.027892776
0.0039341594,0.11137807,0.051060636,-0.021469792,-0.003792009,-0.021846535,0.03493748,0.012325117,-0.028181246,-0.14710769,0.045280572,-0.027739521
0.021644462,0.08694896,0.021393685,-0.024300018,-0.022680083,0.038134243,0.061788633,0.026915522,-0.03275088,-0.12931459,0.05367721,-0.011385798
0.028595086,0.10143822,0.035232235,-0.026252862,-0.050536834,0.0068654646,0.032378126,0.030462923,-0.039420307,-0.14379777,0.02569332,-0.027012331
0.0073989383,0.089426436,0.03740213,-0.0017476967,-0.027619293,0.01806396,0.07847939,0.03071528,-0.054113604,-0.11107783,0.039874803,-0.039368875
0.030577468,0.110268906,0.04062813,0.002554023,-0.010525789,0.027790148,0.031027723,0.013556528,-0.028505774,-0.14787526,0.055799104,-0.0108111985
0.043180775,0.08800583,0.046124604,-0.075443,-0.03566034,-0.009091476,0.05234081,0.017960489,-0.04945193,-0.13641536,0.03992143,-0.018008763
0.0019920564,0.09215274,0.058779884,-0.023762833,-0.016957095,0.060918663,0.051497415,0.054812726,-0.03895956,-0.13222894,0.060896914,-0.010259805
0.029116476,0.10637132,0.012276153,-0.06012963,-0.05323441,0.007890368,0.02820413,0.031564754,-0.06697689,-0.1445839,0.014139039,-0.022579713
0.012255132,0.10103224,0.029694851,-0.04832768,-0.018127397,-0.01337235,0.040601935,-0.002034966,-0.033759043,-0.12491179,0.05500351,-0.044369202
0.0087298015,0.10734061,0.027977327,-0.02345139,-0.04571894,0.052856207,0.039401222,0.01327295,-0.046041917,-0.13418257,0.0420441,-0.0257347
0.007837104,0.11533409,0.034169693,-0.03296614,-0.038072113,0.008278321,0.05731831,0.024422387,-0.037629258,-0.11881161,0.0336319,-0.0341074
0.016966125,0.1023577,0.03707063,-0.005600684,-0.034889847,0.025187146,0.06178921,0.02694724,-0.033519853,-0.12844227,0.043606434,-0.027461171
0.020886578,0.078575954,0.02837921,-0.02220982,-0.023290548,0.005186244,0.044937365,-0.0019771208,-0.05041219,-0.14184384,0.056645837,-0.038342275
0.011244205,0.1015639,0.02015283,-0.02778164,-0.010824916,0.013094487,0.026923843,-0.008003739,-0.03275591,-0.14392866,0.04811553,-0.033147935
0.037729863,0.09236892,0.03549605,-0.009172037,-0.02447467,0.0051167593,0.012268447,0.019116065,-0.024154121,-0.13979283,0.02600687,-0.027850993
0.022375911,0.08529116,0.016771879,-0.013615168,-0.027147183,0.025089268,0.050717294,0.02000808,-0.08126965,-0.096422754,0.023530165,-0.030118998
-0.0009569569,0.121773705,0.066272385,0.008864656,0.03359991,0.0047668614,0.048829645,0.028588096,6.1003888e-05,-0.13562956,0.049633715,-0.015312517
0.029858625,0.12550193,0.01844173,-0.034841336,-0.04851607,-0.0021165132,0.040744312,0.05155,-0.05087337,-0.13421033,0.02221692,-0.00966567
-0.0076817,0.070147805,0.036859315,-0.03665353,-0.031084571,0.004581038,0.057545222,0.023611907,-0.028469773,-0.12649865,0.052298535,-0.027050886
-0.0043674344,0.096838705,0.012728746,-0.016880758,-0.006941645,0.010626787,0.03041526,0.00010529721,-0.030417202,-0.13956514,0.037096914,-0.035603788
0.018814731,0.11193145,0.015380313,-0.024397368,0.008895817,-0.013594128,0.024579449,-0.003017569,-0.027147532,-0.13746749,0.04148467,-0.054501843
0.0051629944,0.11913059,0.008362084,-0.024331259,-0.021110041,0.0053410814,0.019053495,0.0020390362,-0.039108835,-0.14776888,0.031130593,-0.044940773
0.019872662,0.0970522,0.025320683,-0.013132004,-0.021927392,0.0023295681,0.029550297,0.009719865,-0.019153554,-0.13159443,0.032638066,-0.04163094
0.017794492,0.093643256,0.010891099,-0.016866436,-0.023911959,0.03317082,0.033574108,0.010844166,-0.06315738,-0.11264279,0.032031287,-0.028030539
0.013737477,0.10985786,0.04241779,-0.024611449,-0.013128467,0.020608144,0.05454816,0.022503328,-0.03361732,-0.1203443,0.043299112,-0.02666108
0.029557407,0.106758624,0.05031104,-0.035933983,-0.054980207,0.028965073,0.073657736,0.03860153,-0.051930122,-0.11735315,0.037596017,-0.024178626
-0.005244131,0.088297315,0.0470678,-0.039988805,-0.038660534,0.05059158,0.06642767,0.053867146,-0.053780396,-0.120181404,0.03962175,-0.017722864
0.012016698,0.10370468,0.011195773,-0.02506394,-0.027320126,0.0075213173,0.033987526,0.019342477,-0.03529247,-0.13829537,0.026429236,-0.023118114
0.015777033,0.086239465,0.024076518,-0.03226378,-0.021226516,-0.0073928377,0.0315096,0.0042954125,-0.022856455,-0.1390295,0.0532345,-0.049813744
0.0070837047,0.09899789,0.016479073,-0.02932844,-0.02878287,0.029376969,0.02421058,0.0031163667,-0.04922847,-0.12631193,0.040649768,-0.0315647
0.017233092,0.106766045,0.04708253,-0.015681695,-0.0120079275,0.011183343,0.04712592,0.020013811,-0.017460838,-0.11330422,0.034284994,-0.028512469
0.020774528,0.09448799,0.024181876,-0.01889889,-0.042107355,0.031371105,0.05592913,0.021322403,-0.06412692,-0.118801124,0.032469887,-0.028269181
0.023030208,0.10122844,0.038696907,-0.033163656,-0.025408585,0.028687594,0.05694963,0.016325038,-0.04277033,-0.13066944,0.045568172,-0.030408852
0.018568745,0.11370997,0.04388112,-0.025221737,-0.053455878,0.017673304,0.07090743,0.04693844,-0.05100682,-0.117827184,0.033632457,-0.020398637
