I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.006290929,0.10306639,0.039004218,-0.013348816,-0.05544461,0.029111356,0.07923124,0.032524712,-0.05257181,-0.11341817,0.03589706,-0.029102156
0.024789812,0.090287976,0.038914546,-0.022687033,-0.04600701,0.052407548,0.07586042,0.027822789,-0.045266077,-0.11835039,0.047186393,-0.025927061
0.020755025,0.10217222,0.031391848,-0.025563475,-0.049797986,0.022528853,0.052538358,0.026655804,-0.062020678,-0.12831724,0.033191897,-0.022000724
0.013181732,0.09140712,0.040058862,-0.024053996,-0.0401773,0.036933355,0.06855452,0.029333305,-0.03911178,-0.11437841,0.047298104,-0.023520494
0.022790171,0.08287188,0.02329542,-0.040868737,-0.053838227,0.039182972,0.062986314,0.019385833,-0.06847451,-0.11915282,0.044265203,-0.028275048
0.02015509,0.10952481,0.051010296,-0.030634113,-0.046166923,0.045938667,0.06410635,0.03136521,-0.042275593,-0.12077238,0.043171518,-0.026400689
0.03603788,0.09293655,0.04451361,-0.044572387,-0.07477534,0.053295355,0.08175427,0.04318673,-0.07378853,-0.111494325,0.037876192,-0.017500298
0.03388528,0.0931553,0.059205607,-0.049384445,-0.072105885,0.06773576,0.07810646,0.04974353,-0.06094003,-0.111195475,0.049021933,-0.009004838
0.018967591,0.08919303,0.0656885,-0.043695133,-0.077028126,0.05367504,0.08225508,0.061478294,-0.06588446,-0.11583596,0.03862554,0.0025793805
0.030251859,0.08368953,0.05078819,-0.04503706,-0.06917721,0.049177524,0.091711804,0.045871906,-0.058285236,-0.09782248,0.048945505,-0.0111551015
0.015752811,0.08246718,0.053536665,-0.04411522,-0.062704295,0.05290545,0.07102337,0.038351923,-0.059370246,-0.11904353,0.04752413,-0.0114410855
0.018546367,0.09363516,0.04543678,-0.03797063,-0.0523411,0.040252887,0.07825761,0.033565175,-0.057960156,-0.11654758,0.038178414,-0.022591934
0.023028571,0.10947405,0.041792437,-0.020523848,-0.05519358,0.034986403,0.07316215,0.04443313,-0.0500421,-0.115602754,0.03939115,-0.020113753
0.016753532,0.0793811,0.039314523,-0.04322144,-0.06143776,0.045042135,0.07053893,0.035808884,-0.059377506,-0.1194319,0.047183286,-0.013646406
0.012748595,0.090551585,0.044142924,-0.044567257,-0.04437607,0.02761324,0.07552641,0.02139146,-0.04631623,-0.12476187,0.039266035,-0.030458031
0.023268638,0.114164196,0.042054135,-0.01843821,-0.04115534,0.046768907,0.06259769,0.050247196,-0.046148982,-0.123655535,0.0433089,-0.020584894
0.027447386,0.09646884,0.043657802,-0.04489134,-0.061981663,0.025537822,0.04948486,0.041592486,-0.055706862,-0.13680956,0.02945413,-0.004708685
0.013893578,0.081894964,0.04321213,-0.050032247,-0.029753001,0.012430081,0.068255514,0.017388068,-0.05058768,-0.123914815,0.055141274,-0.030114297
0.014470606,0.110329494,0.029272826,-0.019218529,-0.045672122,0.036497835,0.057729866,0.019695677,-0.047099326,-0.12965094,0.04539041,-0.032631084
0.008319713,0.099404015,0.038770813,-0.026099293,-0.047805578,0.024929112,0.06452346,0.037264157,-0.03874166,-0.12340578,0.03233804,-0.023070112
0.02226703,0.085128546,0.018939598,-0.026565516,-0.04517004,0.03666191,0.070627786,0.018248456,-0.062240165,-0.11645785,0.03879458,-0.031694863
0.03422329,0.11145783,0.03696797,-0.03194772,-0.045567393,0.040702507,0.05671726,0.023205021,-0.047965907,-0.12648271,0.045691602,-0.03335179
0.021501306,0.09563498,0.05877411,-0.038049236,-0.071115576,0.050363593,0.07663642,0.052257728,-0.06553923,-0.11850861,0.04057229,-0.0070151677
0.019367268,0.08641493,0.05627211,-0.039449297,-0.061748736,0.049399093,0.08531934,0.053050995,-0.054418474,-0.104649104,0.046606056,-0.007280788
0.019327452,0.08819256,0.041227505,-0.04462673,-0.05210119,0.038397245,0.05333295,0.03369876,-0.055645578,-0.12885924,0.04366396,-0.00964193
0.0146786915,0.09540008,0.040170122,-0.039537463,-0.035299323,0.016788915,0.05467327,0.024786089,-0.042438343,-0.12072847,0.045976516,-0.0203347
0.018044936,0.08561583,0.029154524,-0.046699975,-0.055015635,0.04093863,0.06440537,0.024071068,-0.055317122,-0.11960583,0.05066111,-0.024054527
0.020309813,0.09675322,0.048240256,-0.038364258,-0.046255153,0.039281312,0.05898759,0.024721716,-0.04533964,-0.119469486,0.044576947,-0.02912314
0.0068987533,0.09839063,0.04331632,-0.012757059,-0.060143627,0.031312373,0.08160212,0.03905283,-0.058770634,-0.11637387,0.032027967,-0.02369159
0.037326828,0.09280014,0.041826718,-0.026876159,-0.039170094,0.035934214,0.0716108,0.015811294,-0.039889686,-0.12838335,0.051952265,-0.024286237
0.024280375,0.11094896,0.048205547,-0.028537747,-0.060881004,0.018799394,0.06280791,0.047289185,-0.05436494,-0.12360065,0.033525594,-0.006815883
0.0019789082,0.06922559,0.050358668,-0.018752394,-0.04157059,0.041478064,0.079552986,0.04496829,-0.039336003,-0.11020584,0.045369223,-0.019681232
0.007340694,0.1133674,0.009349082,-0.002849342,-0.02435567,0.014007017,0.034579962,0.022526408,-0.04893002,-0.14410502,0.023899715,-0.029291
0.037367627,0.11349939,0.032957792,-0.018197453,-0.018745923,0.0051319893,0.039095856,0.01329505,-0.024876375,-0.12180615,0.049944814,-0.01664314
-0.0011864031,0.0806591,0.042893946,-0.048022885,-0.04996526,0.02990427,0.06450706,0.029927118,-0.05036749,-0.124034055,0.05368534,-0.01618813
0.013859308,0.08509298,0.044166896,-0.02061828,-0.041355614,0.05334629,0.07195504,0.030407239,-0.03847374,-0.11607622,0.0457434,-0.023881394
0.033887465,0.09664673,0.025707342,-0.046350252,-0.04595013,0.043177865,0.05014236,0.020496123,-0.06825018,-0.12263702,0.028104551,-0.034763135
0.027534522,0.104320124,0.05203927,-0.013498829,-0.035483327,0.035781104,0.049014006,0.040824596,-0.041469704,-0.13352594,0.028791474,-0.021193473
0.017842783,0.10470767,0.031854577,-0.025760623,-0.06694386,0.025182411,0.08904026,0.035162438,-0.053737145,-0.08992916,0.030183826,-0.0475897
0.008641085,0.10625578,0.057542466,-0.041856386,-0.0073602917,0.031751182,0.05178718,0.036134392,-0.025835186,-0.13744418,0.053186633,-0.015093818
0.05300033,0.09311736,0.02051639,-0.056300443,-0.041146353,0.020016473,0.022105182,0.04940027,-0.06661034,-0.14250341,0.021688797,0.009526883
0.012437971,0.082349196,0.03539539,-0.04187281,-0.030121272,0.0099662915,0.040976174,0.013091451,-0.035171505,-0.11905044,0.04473262,-0.032338787
-0.0005414828,0.093625315,0.0210012,-0.030022485,-0.040056746,0.04048246,0.054287903,0.022892185,-0.055223003,-0.11135417,0.03785741,-0.027491327
0.026710123,0.11416174,0.049160585,-0.016858073,-0.025779832,0.02759519,0.057977583,0.027223546,-0.026407009,-0.11024029,0.038883258,-0.025099609
0.022034703,0.09119412,0.037219495,-0.033547077,-0.056480087,0.038097452,0.058318187,0.029448535,-0.06509409,-0.12130919,0.039213505,-0.017252738
0.018020669,0.09192207,0.040968552,-0.040367868,-0.045211256,0.041791216,0.0687524,0.025338931,-0.050071,-0.12064604,0.046183903,-0.02447042
0.020106653,0.10213764,0.04113002,-0.026086379,-0.06648685,0.032109022,0.079435185,0.037559804,-0.058500405,-0.10901085,0.037658963,-0.020193068
0.013232311,0.0844192,0.052786905,-0.031192375,-0.04942454,0.056842394,0.08028917,0.040983528,-0.044668984,-0.11391576,0.05177484,-0.017611682
0.026314681,0.09733552,0.031305782,-0.0312956,-0.049928866,0.03226438,0.05048167,0.027938254,-0.063681394,-0.13138801,0.034858886,-0.01824989
0.021997584,0.09648696,0.039072335,-0.04065152,-0.043729313,0.030607656,0.05775975,0.024949906,-0.04764372,-0.11852811,0.047334723,-0.019180171
0.017812412,0.08529491,0.040693007,-0.04437944,-0.060276568,0.043767326,0.07202551,0.030147336,-0.059508897,-0.113289855,0.048768762,-0.019396883
0.018377326,0.09492575,0.051185455,-0.033716846,-0.05249429,0.053077146,0.07090045,0.03408717,-0.049990177,-0.11524471,0.044322927,-0.020559382
0.024134807,0.08721673,0.03959401,-0.022851082,-0.071587354,0.036906533,0.09230014,0.031125769,-0.07112723,-0.10181546,0.036704753,-0.029726375
0.037126627,0.07718688,0.046896055,-0.037775826,-0.04581966,0.07194224,0.08011601,0.012252673,-0.056300025,-0.12068843,0.061388068,-0.03604042
0.02643212,0.11169122,0.033032063,-0.068092465,-0.044413317,0.07286355,0.06138031,0.03937775,-0.07403058,-0.11517721,0.017360015,-0.052696858
-0.0008143724,0.08701009,0.03561249,-0.012854731,-0.044797912,0.10536306,0.054520622,0.07092066,-0.03734166,-0.12193203,0.027315198,0.010490955
0.05352755,0.08746537,0.014767459,-0.055745486,-0.06838313,0.045998424,0.08781917,0.044082798,-0.06606882,-0.13840038,0.030815527,-0.060423423
0.07099214,0.10433069,0.046251222,-0.010610468,-0.03290451,0.009471221,0.11881431,0.032643534,-0.04406864,-0.15376009,-0.015228568,-0.08205441
0.049042672,0.06590713,0.060473956,-0.03515931,-0.025144827,0.03664012,0.16607872,0.0544259,0.0012234716,-0.099268414,0.038406193,-0.04262289
-0.024227008,0.06534544,0.060145974,-0.10244661,-0.014537077,-0.0018708534,0.047682747,0.053560846,-0.015464214,-0.16617574,0.017148662,0.032502737
0.0598824,0.10415575,0.013025961,-0.048983723,-0.0064517916,-0.009037737,0.005877779,0.049318112,-0.050646923,-0.13236155,0.013992709,0.016590638
0.009567009,0.07728906,0.02722808,-0.020667346,-0.026837809,0.016587334,0.038218956,0.010141447,-0.030351974,-0.12691389,0.052778848,-0.033088304
0.016123373,0.09534511,0.020012893,-0.02947213,-0.019576207,0.037503563,0.029455416,-0.0020090132,-0.052900255,-0.11280274,0.034423962,-0.031716347
0.008497022,0.11292416,0.045180846,-0.008925461,-0.005921457,0.026971651,0.05863477,0.03714624,-0.028941663,-0.10891709,0.041883074,-0.019649401
0.014268737,0.10878242,0.036451172,-0.028310224,-0.0435657,0.02749591,0.047452126,0.03847377,-0.05119608,-0.1504124,0.031926278,-0.021097338
0.034230728,0.106080644,0.033946842,-0.03937681,-0.051973805,0.010898192,0.047542054,0.027695663,-0.05009265,-0.122708745,0.043783806,-0.017682105
0.011332912,0.07786193,0.052033756,-0.04808672,-0.034858037,0.031327993,0.048417572,0.012671606,-0.036326557,-0.13276424,0.063227125,-0.011178374
0.018888002,0.091852084,0.03605664,-0.03637458,-0.036071178,0.020911483,0.060265057,0.031036342,-0.044804577,-0.12023806,0.04528053,-0.021079479
0.027019337,0.086289704,0.031331696,-0.04580661,-0.050416633,0.055287097,0.05114477,0.027227638,-0.06569668,-0.12507285,0.045518637,-0.020080429
0.036425054,0.09961818,0.04390717,-0.053747192,-0.052574012,0.03713823,0.052880015,0.020627776,-0.061909296,-0.11303924,0.040118173,-0.02425282
0.009573966,0.09247599,0.04995176,-0.04417389,-0.074568294,0.05702139,0.091341875,0.037944965,-0.06388366,-0.09527614,0.039574344,-0.02661506
0.026043387,0.102362536,0.05153716,-0.042372014,-0.056195635,0.07828454,0.08130862,0.04258821,-0.053686403,-0.11003666,0.03618176,-0.029793212
0.025725942,0.10013274,0.044716,-0.011970621,-0.05919742,0.035862237,0.059376515,0.059720293,-0.058136903,-0.12824582,0.025158608,0.008531715
0.028003993,0.081121944,0.046741053,-0.04380584,-0.057352897,0.03456157,0.08099492,0.03212448,-0.041598313,-0.116541244,0.058246337,-0.025308684
0.009799637,0.090715915,0.041919142,-0.03326812,-0.049812905,0.025600282,0.054856103,0.019285485,-0.054243002,-0.12857236,0.0471627,-0.018736131
0.02348714,0.08282569,0.0461149,-0.026801843,-0.03924827,0.043726064,0.07350579,0.032573797,-0.036905978,-0.11403846,0.04600504,-0.027247198
0.027584778,0.094218515,0.020745343,-0.029395154,-0.055987164,0.044477884,0.051309116,0.029333489,-0.08326522,-0.11169084,0.0293676,-0.0238183
0.021682682,0.10018805,0.04874623,-0.040340185,-0.04111886,0.042620093,0.07559849,0.028369233,-0.04282274,-0.11243354,0.043472923,-0.029991142
0.022863088,0.1057485,0.05207278,-0.028983671,-0.07311022,0.04171189,0.087989666,0.053042766,-0.06607765,-0.114132546,0.037818752,-0.020591065
0.020439165,0.091429874,0.05546931,-0.04780807,-0.07133834,0.072124004,0.08480389,0.05793539,-0.051945556,-0.107624635,0.04012538,-0.011156475
0.04116777,0.08465501,0.044845436,-0.047767185,-0.053129382,0.052931182,0.046077166,0.03641434,-0.056009576,-0.12997122,0.04283698,-0.0014647212
0.017709825,0.09463331,0.05165017,-0.051413927,-0.0657051,0.030059958,0.0689413,0.040930275,-0.0563861,-0.11407653,0.0437038,-0.020028723
0.013772325,0.07928098,0.049792454,-0.052951034,-0.05992858,0.05321114,0.08474043,0.035680365,-0.057692915,-0.11493601,0.049283747,-0.018101588
0.021178436,0.1127107,0.049911436,-0.032474693,-0.052959993,0.04018025,0.06937828,0.04670526,-0.050571185,-0.12131697,0.035482895,-0.022603717
0.032456674,0.097876124,0.04634218,-0.03473977,-0.06367627,0.048369896,0.058812216,0.052196506,-0.052113228,-0.12329269,0.040568776,0.0030238281
0.010945216,0.07503726,0.048697386,-0.052106537,-0.050751388,0.016131295,0.06851927,0.031127643,-0.052326366,-0.12078033,0.052639637,-0.016675718
0.008949509,0.094666265,0.037866775,-0.032288857,-0.04224948,0.042431984,0.059019085,0.022129653,-0.03962224,-0.12542655,0.052886758,-0.021694675
0.016957382,0.09743659,0.03844406,-0.031206753,-0.03703641,0.015065023,0.05669143,0.026863182,-0.043638118,-0.120998785,0.039529063,-0.023694202
0.028067663,0.08556392,0.027036414,-0.0460344,-0.041173633,0.048574883,0.048677936,0.019052114,-0.05655543,-0.13242069,0.049879096,-0.023766054
0.015037756,0.10318715,0.041944493,-0.033621576,-0.04227381,0.004312231,0.055697393,0.021832243,-0.054174703,-0.123921864,0.03912281,-0.0353569
0.027051974,0.08545076,0.037532866,-0.044837978,-0.048227206,0.06477192,0.06430759,0.019548407,-0.049176827,-0.12173868,0.058277693,-0.026244076
0.024303364,0.112413086,0.049603086,-0.03506884,-0.046650864,0.0090520065,0.031019988,0.03590379,-0.05076489,-0.13184209,0.025352204,-0.013412001
0.022328816,0.07514544,0.034406718,-0.044977844,-0.034168363,0.042192135,0.071479015,0.038208406,-0.052672073,-0.11090143,0.04934357,-0.010568671
0.04017791,0.10306417,0.03695694,-0.050126277,-0.05486121,0.033356953,0.041663457,0.025442453,-0.059263848,-0.12696834,0.050401255,-0.022346431
-0.0153843695,0.11109635,0.04134218,-0.074275866,-0.026729623,0.055640496,0.07461441,0.029048622,-0.026434217,-0.112604834,0.00276138,-0.0685013
0.08539143,0.086625196,0.010512142,-0.0050361454,-0.031448726,0.092047535,0.07239322,0.059647247,-0.023175763,-0.14632824,0.029027592,-0.004955645
0.059284244,0.0611662,0.03744731,-0.10768042,-0.07591032,0.01588266,0.09934115,0.07054182,-0.051275752,-0.14949825,0.0035224583,-0.04341448
0.072855994,0.059463646,0.062148865,-0.08912674,-0.050516054,0.027773218,0.17093715,0.022169499,-0.056285165,-0.09436192,-0.03216494,-0.0920977
0.057629175,0.05759471,0.027316857,-0.037785243,0.0009306739,0.085410655,0.19025566,0.024511252,-0.04383727,-0.09650414,0.039947722,-0.07121421
0.02167905,0.119220555,-0.030745104,-0.060401686,0.025626512,0.032054935,0.0898158,0.0058709355,-0.038217284,-0.1688611,-0.032768812,-0.035033625
0.05783313,0.09773729,-0.0012392179,-0.025467437,0.013470695,0.03994724,0.07360887,0.08122304,-0.06478404,-0.159336,0.021744328,-0.038691055
0.020533994,0.07338081,0.032145888,0.052894223,0.005828116,0.010338676,0.124392375,0.05878425,-0.01626119,-0.13999152,-0.010212526,-0.02177992
0.041811943,0.0758952,0.029231438,-0.026347367,0.012761094,0.050309554,0.0645627,0.027069367,-0.051817615,-0.1264588,0.047358416,-0.04794609
-0.028915932,0.10264678,0.07138158,-0.06366419,-0.018485947,-0.0052598193,0.06792935,0.06883253,-0.046559855,-0.108799666,0.025133828,0.0031835726
0.025503512,0.08358016,0.053607482,-0.033335436,-0.021568935,0.06038557,0.063954294,0.06294742,-0.04905695,-0.12124592,0.05259491,0.011050929
0.013014876,0.10750589,0.03134561,-0.011809327,-0.038676742,0.011738448,0.025852866,0.036272965,-0.039842498,-0.13360162,0.05045806,-0.0063519734
0.008269783,0.07154789,0.024585612,-0.08012931,-0.032055,0.025970446,0.040790305,-0.0036817375,-0.045623016,-0.13556881,0.059139527,-0.03971028
0.03482301,0.11439284,0.04825616,-0.019363128,-0.008760753,0.020899286,0.021109743,0.006388802,-0.012839495,-0.14065723,0.06316787,-0.018355034
0.023531722,0.09366778,0.054372516,-0.067519955,-0.07873511,0.048339617,0.059958376,0.06246752,-0.06302577,-0.14068192,0.041516677,-0.0021798487
0.03456955,0.09815341,0.054894827,-0.05676864,-0.06365798,0.034512673,0.06319607,0.038929235,-0.05725721,-0.102661714,0.038383275,-0.009640207
0.0047057117,0.075288795,0.04691989,-0.047143422,-0.06474775,0.04732025,0.086263776,0.035918515,-0.05977594,-0.10335609,0.047305107,-0.014939529
0.03032192,0.09242987,0.0459339,-0.036696736,-0.043274604,0.054325633,0.072748356,0.026133958,-0.04740774,-0.118187815,0.048080422,-0.031249756
0.014498031,0.107410274,0.045909166,-0.012213123,-0.05494519,0.02790016,0.0545101,0.043106448,-0.06636858,-0.12269978,0.029021356,-0.014367834
0.036360797,0.06514046,0.032882616,-0.048942458,-0.04150609,0.040397067,0.07347899,0.0022084573,-0.053810194,-0.121480994,0.05696583,-0.03351229
0.023608321,0.109587796,0.041600008,-0.03584021,-0.045237686,0.02421639,0.06017254,0.0179377,-0.055673588,-0.12028183,0.03726535,-0.036226362
0.012943196,0.10031408,0.05367257,-0.03324735,-0.046129536,0.07514238,0.08290557,0.06171037,-0.053275116,-0.11133899,0.03169362,-0.016603755
0.0527877,0.095151015,0.018485531,-0.04296601,-0.06473447,0.03718465,0.06196816,0.033490818,-0.07921267,-0.122905605,0.021355541,-0.02824141
0.018675929,0.10059795,0.049102448,-0.048517816,-0.06243132,0.05265482,0.06852307,0.03511021,-0.05681749,-0.11974141,0.04540667,-0.028313305
0.0053963875,0.09362084,0.047401108,-0.06372846,-0.045232944,0.068562716,0.08400448,0.045838702,-0.0564945,-0.11221509,0.02707717,-0.03856398
0.026671344,0.08258837,0.024664361,-0.027403012,-0.052926976,0.06757331,0.066337876,0.060779024,-0.048442606,-0.11955937,0.046246223,-0.0012518928
0.02879855,0.08431806,0.054779984,-0.099208996,-0.097966634,0.054771643,0.06868735,0.04994949,-0.056968924,-0.13891518,0.04806007,-0.042855095
0.057665236,0.10586287,0.06688617,-0.05706319,-0.08080124,0.04517993,0.06425797,0.037267894,-0.06650733,-0.099240884,0.011668244,-0.037339166
0.018840473,0.07955358,0.030952236,-0.05328245,-0.0724734,0.08173809,0.12539487,0.04262252,-0.07583934,-0.051634066,0.014961723,-0.060734212
0.04539533,0.09477829,0.018271647,-0.08244745,-0.026305191,0.08255419,0.10974294,0.020345611,-0.05411809,-0.119171195,0.027709564,-0.07126451
0.054581326,0.103868976,0.058308728,-0.033830438,-0.03577965,0.0691903,0.030373387,0.09188462,-0.026059978,-0.15746427,0.011953062,0.034161743
0.021872822,0.07575076,0.064528905,-0.056539062,-0.082196325,0.015695993,0.06513195,0.05068568,-0.056507412,-0.1187442,0.02594389,-0.0066180965
0.009102256,0.082943276,0.038325194,-0.05457861,-0.019008428,0.03185999,0.053716306,-0.013781823,-0.037295554,-0.113729246,0.056520868,-0.04269041
0.031334452,0.10786176,0.044776104,-0.010140243,-0.043449786,0.05444138,0.050863005,0.05348297,-0.03468805,-0.13390107,0.03778742,-0.0070421426
0.036576074,0.0956183,0.05715052,-0.03826736,-0.07311765,0.0463446,0.06507427,0.061998155,-0.07305523,-0.102559954,0.02877792,-0.003388639
0.02214404,0.075253315,0.053538285,-0.052022513,-0.054581206,0.043400977,0.08514525,0.037717257,-0.062316958,-0.11087001,0.05324572,-0.014168589
0.029349864,0.10006397,0.06636495,-0.034373403,-0.057376005,0.0466365,0.077512085,0.0323745,-0.049256228,-0.11133542,0.050785944,-0.019504322
0.017526312,0.08445806,0.053531714,-0.048000325,-0.067741394,0.061116878,0.08559661,0.06311777,-0.07168502,-0.117795765,0.03884577,-0.0029110936
0.025953714,0.11092896,0.043107755,-0.025513452,-0.06321161,0.024821982,0.070989884,0.042495623,-0.051709514,-0.11459241,0.02599263,-0.015025737
0.020672612,0.08301377,0.04183962,-0.03768828,-0.054349806,0.041855272,0.07309673,0.03298643,-0.04765643,-0.11446311,0.053041518,-0.013584202
0.016829615,0.08531827,0.037229616,-0.0398874,-0.05544188,0.037738167,0.07041127,0.023568565,-0.05807978,-0.12028997,0.047939897,-0.026442228
0.01990259,0.10165495,0.047733866,-0.025769666,-0.0537051,0.05251461,0.07458616,0.03620802,-0.04945446,-0.11622099,0.04367064,-0.02410031
0.025687678,0.092616186,0.05527051,-0.017427439,-0.06296397,0.032830935,0.08119025,0.04007974,-0.06154083,-0.11828423,0.034747925,-0.016102867
